0,0,864
0,1,689
0,2,687
0,3,688
0,4,689
0,5,690
0,6,690
0,7,692
0,8,692
0,9,690
0,10,691
0,11,693
0,12,691
0,13,693
0,14,693
0,15,694
0,16,694
0,17,694
0,18,697
0,19,695
0,20,694
0,21,695
0,22,696
0,23,695
0,24,697
0,25,695
0,26,694
0,27,695
0,28,699
0,29,697
0,30,697
0,31,699
0,32,698
0,33,698
0,34,699
0,35,698
0,36,700
0,37,699
0,38,701
0,39,698
0,40,700
0,41,700
0,42,702
0,43,704
0,44,702
0,45,703
0,46,703
0,47,703
0,48,704
0,49,706
0,50,704
0,51,705
0,52,705
0,53,706
0,54,706
0,55,706
0,56,703
0,57,706
0,58,705
0,59,708
0,60,709
0,61,707
0,62,710
0,63,710
0,64,709
0,65,711
0,66,709
0,67,709
0,68,711
0,69,711
0,70,711
0,71,713
0,72,712
0,73,714
0,74,711
0,75,713
0,76,713
0,77,715
0,78,712
0,79,714
0,80,713
0,81,717
0,82,716
0,83,716
0,84,717
0,85,716
0,86,716
0,87,716
0,88,717
0,89,717
0,90,718
0,91,718
0,92,720
0,93,719
0,94,719
0,95,719
0,96,722
0,97,720
0,98,722
0,99,722
1,0,700
1,1,689
1,2,689
1,3,688
1,4,689
1,5,690
1,6,688
1,7,691
1,8,690
1,9,694
1,10,691
1,11,691
1,12,693
1,13,694
1,14,694
1,15,693
1,16,696
1,17,693
1,18,694
1,19,693
1,20,696
1,21,694
1,22,695
1,23,695
1,24,698
1,25,698
1,26,697
1,27,700
1,28,696
1,29,698
1,30,698
1,31,698
1,32,698
1,33,700
1,34,702
1,35,698
1,36,702
1,37,701
1,38,704
1,39,700
1,40,702
1,41,703
1,42,705
1,43,702
1,44,704
1,45,702
1,46,704
1,47,706
1,48,704
1,49,707
1,50,705
1,51,705
1,52,707
1,53,709
1,54,707
1,55,706
1,56,710
1,57,707
1,58,708
1,59,706
1,60,708
1,61,707
1,62,710
1,63,705
1,64,712
1,65,710
1,66,713
1,67,712
1,68,711
1,69,714
1,70,717
1,71,711
1,72,713
1,73,713
1,74,714
1,75,714
1,76,713
1,77,714
1,78,717
1,79,713
1,80,714
1,81,716
1,82,707
1,83,716
1,84,719
1,85,717
1,86,715
1,87,715
1,88,717
1,89,718
1,90,719
1,91,718
1,92,719
1,93,723
1,94,720
1,95,722
1,96,720
1,97,720
1,98,720
1,99,720
2,0,702
2,1,689
2,2,689
2,3,691
2,4,689
2,5,690
2,6,691
2,7,690
2,8,692
2,9,691
2,10,692
2,11,694
2,12,693
2,13,693
2,14,695
2,15,694
2,16,695
2,17,694
2,18,692
2,19,697
2,20,697
2,21,698
2,22,696
2,23,695
2,24,697
2,25,699
2,26,699
2,27,697
2,28,695
2,29,698
2,30,698
2,31,699
2,32,698
2,33,699
2,34,701
2,35,700
2,36,701
2,37,701
2,38,701
2,39,700
2,40,703
2,41,704
2,42,702
2,43,702
2,44,703
2,45,705
2,46,705
2,47,703
2,48,703
2,49,706
2,50,705
2,51,708
2,52,705
2,53,708
2,54,707
2,55,707
2,56,706
2,57,707
2,58,708
2,59,708
2,60,708
2,61,709
2,62,709
2,63,711
2,64,709
2,65,710
2,66,709
2,67,710
2,68,713
2,69,710
2,70,701
2,71,713
2,72,712
2,73,715
2,74,713
2,75,714
2,76,712
2,77,711
2,78,713
2,79,717
2,80,716
2,81,715
2,82,716
2,83,718
2,84,716
2,85,717
2,86,718
2,87,718
2,88,718
2,89,718
2,90,715
2,91,717
2,92,718
2,93,724
2,94,720
2,95,719
2,96,722
2,97,721
2,98,722
2,99,723
3,0,700
3,1,690
3,2,691
3,3,691
3,4,690
3,5,691
3,6,688
3,7,694
3,8,691
3,9,691
3,10,694
3,11,695
3,12,694
3,13,693
3,14,691
3,15,693
3,16,693
3,17,695
3,18,695
3,19,696
3,20,699
3,21,698
3,22,695
3,23,696
3,24,696
3,25,696
3,26,697
3,27,701
3,28,701
3,29,698
3,30,699
3,31,697
3,32,701
3,33,696
3,34,702
3,35,699
3,36,701
3,37,702
3,38,702
3,39,703
3,40,703
3,41,704
3,42,701
3,43,704
3,44,708
3,45,705
3,46,703
3,47,703
3,48,705
3,49,704
3,50,706
3,51,705
3,52,705
3,53,709
3,54,709
3,55,708
3,56,707
3,57,708
3,58,709
3,59,709
3,60,707
3,61,710
3,62,709
3,63,713
3,64,709
3,65,712
3,66,712
3,67,709
3,68,713
3,69,710
3,70,714
3,71,715
3,72,713
3,73,715
3,74,713
3,75,714
3,76,717
3,77,716
3,78,714
3,79,715
3,80,716
3,81,715
3,82,717
3,83,718
3,84,712
3,85,719
3,86,718
3,87,715
3,88,717
3,89,719
3,90,720
3,91,718
3,92,714
3,93,723
3,94,721
3,95,720
3,96,721
3,97,721
3,98,722
3,99,723
4,0,701
4,1,690
4,2,689
4,3,691
4,4,692
4,5,694
4,6,691
4,7,692
4,8,694
4,9,694
4,10,693
4,11,693
4,12,693
4,13,693
4,14,694
4,15,696
4,16,695
4,17,695
4,18,696
4,19,698
4,20,696
4,21,698
4,22,695
4,23,698
4,24,699
4,25,700
4,26,698
4,27,699
4,28,698
4,29,699
4,30,698
4,31,698
4,32,699
4,33,700
4,34,700
4,35,707
4,36,702
4,37,702
4,38,701
4,39,700
4,40,702
4,41,705
4,42,703
4,43,704
4,44,704
4,45,706
4,46,704
4,47,705
4,48,708
4,49,706
4,50,704
4,51,707
4,52,705
4,53,707
4,54,708
4,55,708
4,56,708
4,57,708
4,58,709
4,59,710
4,60,710
4,61,711
4,62,710
4,63,710
4,64,710
4,65,711
4,66,711
4,67,713
4,68,712
4,69,713
4,70,714
4,71,712
4,72,715
4,73,716
4,74,713
4,75,715
4,76,711
4,77,721
4,78,719
4,79,716
4,80,717
4,81,715
4,82,717
4,83,717
4,84,717
4,85,716
4,86,717
4,87,716
4,88,719
4,89,719
4,90,720
4,91,719
4,92,722
4,93,723
4,94,722
4,95,721
4,96,721
4,97,722
4,98,722
4,99,722
5,0,701
5,1,701
5,2,690
5,3,693
5,4,690
5,5,691
5,6,693
5,7,692
5,8,693
5,9,696
5,10,692
5,11,691
5,12,693
5,13,692
5,14,693
5,15,695
5,16,696
5,17,695
5,18,695
5,19,694
5,20,697
5,21,697
5,22,698
5,23,696
5,24,700
5,25,699
5,26,699
5,27,700
5,28,699
5,29,699
5,30,700
5,31,698
5,32,700
5,33,701
5,34,700
5,35,701
5,36,701
5,37,701
5,38,705
5,39,702
5,40,702
5,41,703
5,42,704
5,43,704
5,44,706
5,45,706
5,46,705
5,47,706
5,48,705
5,49,707
5,50,704
5,51,707
5,52,709
5,53,707
5,54,708
5,55,709
5,56,705
5,57,708
5,58,709
5,59,711
5,60,710
5,61,710
5,62,710
5,63,710
5,64,714
5,65,710
5,66,710
5,67,713
5,68,713
5,69,713
5,70,715
5,71,712
5,72,716
5,73,714
5,74,714
5,75,714
5,76,714
5,77,712
5,78,716
5,79,715
5,80,715
5,81,716
5,82,715
5,83,718
5,84,718
5,85,718
5,86,720
